id,own,competing1,competing3,borrowertype,accepted,default,profit
162702,.039999999,.02,.15418626,0,0,0,
162703,,.40000001,.38571501,0,0,1,
162704,,1,.54942131,0,0,1,
162705,.042741168,.2,.20053975,3,1,0,427.41168
162706,,.18000001,.23091039,1,0,0,
162707,,.18364996,.18743825,0,0,0,
162708,.040684994,.076982535,.044581674,1,1,0,406.84995
162709,.06355723,.15306553,.050000001,1,0,0,
162710,,.62393224,.49445304,0,0,1,
162711,,.30000001,,0,0,0,
162712,,.09153948,.47417745,0,0,1,
162713,,.25026745,,1,0,0,
162714,.052331086,.18302053,.13563147,0,1,0,523.31085
162715,,0,.26183781,0,0,0,
162716,,.44499999,,2,0,0,
162717,.040114071,.075000003,.02,0,0,0,
162718,.042752638,.049925826,.1363,2,1,0,427.5264
162719,,.40099999,.24041596,0,0,1,
162720,.073701493,.037999999,.075900003,3,0,0,
162721,,.20999999,,0,0,0,
162722,,.13,.1415,0,0,0,
162723,,.463,.28121859,1,0,0,
162724,,,.67958117,3,0,1,
162725,.088326946,.079474859,.11761115,0,0,0,
162726,,.40000001,.47507951,3,0,0,
162727,.063776866,.16,.1866,0,1,0,637.76868
162728,,.472,.19579987,2,0,0,
162729,,.062344063,,0,0,1,
162730,.044282451,.034084894,.12059794,0,0,0,
162731,.084350653,.13,.257,0,1,0,843.50653
162732,,.07328587,.12051737,3,0,0,
162733,,.30000001,,0,0,0,
162734,,.28999999,.26316661,0,0,0,
162735,,.22351426,,2,0,0,
162736,,.28214818,,0,0,1,
162737,,.38999999,.37729281,1,0,0,
162738,.082939669,.30000001,.2007,0,1,0,829.39667
162739,,1,,0,0,1,
162740,,.40000001,.44554517,0,0,1,
162741,,.16,,0,0,1,
162742,,.69315767,.26834965,0,0,0,
162743,,1,.77172667,0,0,0,
162744,,.41958034,.4411622,3,0,0,
162745,,.32800001,.29440126,0,0,0,
162746,.078322008,.080597021,.215,0,1,1,-10000
162747,,.493,.35440493,2,0,1,
162748,,.39700001,.28479287,0,0,0,
162749,,.20723191,.109,0,0,1,
162750,.042350207,.13076289,,0,1,0,423.50208
162751,,.33521464,.2226,0,0,0,
162752,,.30000001,.26162231,0,0,0,
162753,,1,,0,0,1,
162754,,0,,0,0,0,
162755,,.23403424,.28156516,1,0,0,
162756,.044603266,.060499296,.118,2,1,0,446.03265
162757,,.061894633,.20280001,0,0,0,
162758,,.09473069,.24489197,3,0,0,
162759,,.20618547,.126,0,0,0,
162760,,0,.2166,1,0,0,
162761,.047162272,.075000003,.35359535,0,1,0,471.62271
162762,,.10272695,,0,0,0,
162763,,.062981762,.20178939,1,0,0,
162764,,.082216501,,3,0,0,
162765,,.22351426,.24953392,0,0,0,
162766,,.13387395,.1821173,0,0,0,
162767,,.31400001,,0,0,1,
162768,.068041578,.13333778,.072486743,0,1,0,680.41577
162769,,0,,0,0,1,
162770,,.81394094,.2307,1,0,0,
162771,,.34999999,.1913,0,0,1,
162772,,.361,.33376759,0,0,0,
162773,,.40000001,.19681388,1,0,0,
162774,,.30764055,,1,0,0,
162775,,.22,.27525336,0,0,0,
162776,,.18302053,,0,0,1,
162777,,,,0,0,0,
162778,,.23,,0,0,1,
162779,.044869944,.048066612,.074698433,0,1,0,448.69943
162780,,.11,.1085419,0,0,1,
162781,,1,.88486493,0,0,0,
162782,,.16269344,.46161145,2,0,1,
162783,,.40000001,,0,0,0,
162784,.050991964,0,.090000004,2,0,0,
162785,,.0089999996,.2396,0,0,0,
162786,,0,.42750001,0,0,0,
162787,,.25711238,.26710922,1,0,1,
162788,,.070723265,,0,0,1,
162789,,.28214818,.2234,0,0,1,
162790,,.28214818,.115,0,0,1,
162791,,.2742855,,2,0,1,
162792,,.28214818,.4198254,1,0,1,
162793,,.31338409,.22001994,1,0,0,
162794,,.33672813,.47405529,0,0,0,
162795,,.38091454,.42293927,0,0,1,
162796,,.33000001,.43380001,1,0,1,
162797,,.19584294,.20039159,0,0,0,
162798,,,.31254873,2,0,0,
162799,,.27214816,.1895,1,0,0,
162800,,.22850686,.20545544,1,0,0,
162801,,1,.91943204,1,0,1,
162802,.07545276,.29678154,,3,1,1,-10000
162803,,.10235072,.17665339,0,0,0,
162804,,.13063627,.38496488,0,0,1,
162805,,.40000001,,0,0,0,
162806,,.44453496,.17527361,0,0,0,
162807,,.653,.30419999,0,0,0,
162808,,.40000001,.29115728,0,0,1,
162809,,,.77172667,0,0,0,
162810,,.15908191,.25877243,0,0,0,
162811,,.045886993,.14275004,0,0,0,
162812,,,.30180052,1,0,0,
162813,,.80548972,.2288,0,0,0,
162814,.057836108,.10863044,.20999999,3,1,0,578.36108
162815,,.37091455,.322,0,0,0,
162816,,.094445504,.34760001,0,0,0,
162817,,.068448752,,0,0,0,
162818,,.080428794,.26270986,2,0,0,
162819,,.13333778,.32296807,0,0,0,
162820,.040087562,.021638792,.090000004,0,0,0,
162821,,.11164906,.28994545,0,0,0,
162822,.040140826,.029704301,.043905586,2,1,0,401.40826
162823,.066181198,.026000001,.037395824,0,0,0,
162824,,.40000001,.37873736,0,0,0,
162825,,.2,.18515977,1,0,0,
162826,,.07570678,.23639999,0,0,0,
162827,.070552833,.022,.067420177,0,0,0,
162828,,.12,.30219483,3,0,0,
162829,.059577901,.019508688,.18975712,0,0,0,
162830,.078513503,.11028808,.19865468,2,1,0,785.13501
162831,,.28,.121,0,0,0,
162832,.089831278,.046,.2378,0,0,0,
162833,,.40000001,.35689738,2,0,1,
162834,,.50217563,,0,0,1,
162835,,.15449482,,0,0,0,
162836,,.40000001,.25600001,0,0,0,
162837,,.19302052,.25403273,0,0,1,
162838,.081891224,.22403423,.1674,3,1,0,818.91223
162839,,.10591403,,0,0,0,
162840,,.80563462,.26435229,0,0,0,
162841,,.22351426,,0,0,0,
162842,,.27558723,,3,0,0,
162843,.039999999,.02,2.2204460e-16,0,0,0,
162844,,.4732675,.9873668,0,0,0,
162845,,.36704835,.25285712,0,0,0,
162846,,.41999999,,0,0,1,
162847,,.40000001,,0,0,0,
162848,,.2,.082367308,3,0,0,
162849,,.40000001,.1989173,3,0,1,
162850,,.94465321,,0,0,0,
162851,.042091921,.024973758,.046157185,0,0,0,
162852,,.377,,0,0,0,
162853,.04187651,.036399394,.045330077,0,0,0,
162854,,.40000001,.105,0,0,0,
162855,,.25965267,.18532544,0,0,0,
162856,.066170402,.2,.097999997,3,1,0,661.70404
162857,,1,,0,0,1,
162858,,.17,.26120353,0,0,0,
162859,,.3925522,,0,0,0,
162860,,.38091454,,0,0,0,
162861,.060972583,.052199837,.059301585,2,1,0,609.72583
162862,.042979252,.12333779,.024672579,0,0,0,
162863,,.40000001,.23321386,0,0,0,
162864,,.40000001,.25525585,0,0,1,
162865,,.12333779,,0,0,0,
162866,,.53430474,.16632134,1,0,0,
162867,,.28999999,.39502832,0,0,0,
162868,.040054798,.02,.1348,1,0,0,
162869,,.37091455,,0,0,1,
162870,,.1490819,,0,0,0,
162871,,.3807936,.29228687,0,0,1,
162872,,,,2,0,0,
162873,,.40000001,,0,0,0,
162874,,.41999999,,0,0,0,
162875,,.36000001,,0,0,0,
162876,,.27286658,.25190091,0,0,1,
162877,.08049947,.045000002,.1516,0,0,0,
162878,,.53100002,.29150572,3,0,1,
162879,.065524265,.039999999,.17641336,1,0,0,
162880,,,,2,0,1,
162881,,.191,.127,0,0,0,
162882,,.39230826,.1997,0,0,1,
162883,,.18000001,.1728,2,0,0,
162884,,.40000001,.28670001,0,0,0,
162885,,.014,.13700293,0,0,0,
162886,,.40000001,,0,0,0,
162887,,.066890284,,3,0,0,
162888,,.33000001,,0,0,0,
162889,,.30000001,.16499192,3,0,1,
162890,,.23075721,.24752897,0,0,0,
162891,.043081898,.013676268,.17865849,0,0,0,
162892,,.077132739,.088467032,0,0,0,
162893,,.58399999,.26436475,0,0,0,
162894,,.28214818,,0,0,1,
162895,,0,,0,0,1,
162896,,.31846061,.64815634,0,0,1,
162897,,.155,.088,3,0,0,
162898,.059521534,.40000001,.1565,0,1,0,595.21533
162899,,.28214818,.40315777,0,0,1,
162900,,.089820743,.1968554,0,0,1,
162901,,.177,.26035073,0,0,0,
162902,,.18302053,.18835583,0,0,0,
162903,,,.58743733,0,0,0,
162904,,.32228929,,0,0,0,
162905,,.32236737,,0,0,0,
162906,,.23403424,.46619999,0,0,0,
162907,,.28214818,,1,0,0,
162908,,.40000001,.18269999,0,0,0,
162909,,,.70198905,1,0,1,
162910,,.17223951,,0,0,0,
162911,,.10443806,.47415227,0,0,1,
162912,.078107066,.19,.12720001,2,1,0,781.07068
162913,,.47166678,,0,0,0,
162914,,.31,,0,0,0,
162915,,.40000001,.32325566,0,0,0,
162916,,.40000001,.29800001,1,0,0,
162917,,.17603704,,0,0,0,
162918,.039999999,.15908191,.090000004,0,1,0,400
162919,,.28,.40752912,1,0,0,
162920,,.094017811,.13599375,0,0,0,
162921,.090693198,.1490819,.14389025,0,1,0,906.93201
162922,,.1490819,.27189615,0,0,0,
162923,.075676277,.19302052,.17500454,1,1,0,756.76276
162924,,.18229143,,0,0,0,
162925,,.3730059,,1,0,0,
162926,,,.42427528,0,0,1,
162927,,.055663195,.26815465,0,0,1,
162928,,.40204802,.28099847,0,0,0,
162929,,.17860924,.18320858,0,0,0,
162930,,,,0,0,0,
162931,,.22,.29925126,0,0,0,
162932,,.2560403,.41802889,0,0,0,
162933,,.40000001,.41400042,3,0,0,
162934,.04576651,.058243763,,0,1,0,457.6651
162935,,.43099999,.3344,0,0,1,
162936,,.2,.28524145,0,0,0,
162937,,.40000001,.352,0,0,1,
162938,.043524425,.03822194,.00056524551,0,0,0,
162939,,.22403423,.31999999,0,0,0,
162940,,.12307481,,3,0,1,
162941,,.53637165,.78601092,0,0,0,
162942,,.40000001,,0,0,1,
162943,.060953271,.059606403,.090000004,0,0,0,
162944,.068222128,.13191745,,2,1,0,682.22125
162945,,.12333779,.22050001,0,0,0,
162946,,.36000001,,3,0,0,
162947,,.25195262,,2,0,0,
162948,.047172859,.2,.24890175,3,1,0,471.72861
162949,,.024714449,.31920934,0,0,0,
162950,,.0090647731,.068000004,0,0,0,
162951,,.146,.26751783,0,0,0,
162952,,.23999999,.18414408,0,0,0,
162953,.053348973,.15908191,.10598887,0,1,0,533.48975
162954,,.77838171,.29826415,0,0,1,
162955,,.40255219,.26827636,0,0,0,
162956,,.18129931,.2939606,1,0,0,
162957,.041261446,.16497612,.059154488,2,1,0,412.61447
162958,,.31719911,,2,0,0,
162959,,.155,.171526,0,0,0,
162960,,.040193979,.233009,0,0,0,
162961,,.082521297,,0,0,0,
162962,,,,0,0,1,
162963,,.40000001,,3,0,0,
162964,.075294219,.12,.12514688,0,1,0,752.9422
162965,.067414314,.068999998,.126,1,0,0,
162966,,.292,.21442096,0,0,0,
162967,.08509507,.14714441,,2,1,0,850.95068
162968,,.22,.25143573,1,0,1,
162969,,.45919618,.127,3,0,0,
162970,.042016558,.075000003,.00046251289,0,0,0,
162971,.078407943,.14,.13869999,0,1,0,784.07941
162972,,.31,,3,0,0,
162973,,.52999997,,0,0,0,
162974,.066598453,.41109562,.29040661,0,1,0,665.9845
162975,,.40000001,.15109999,0,0,0,
162976,,.34885249,.21264914,0,0,0,
162977,,.29782978,.25448787,0,0,0,
162978,,.27000001,,0,0,1,
162979,,1,,0,0,1,
162980,,.2,.18406969,0,0,0,
162981,,1,.84263384,1,0,0,
162982,.050498877,.40000001,.25286677,0,1,0,504.98877
162983,,.56999999,.3065972,0,0,0,
162984,,,,1,0,0,
162985,,.06680724,.20029999,0,0,0,
162986,,.22351426,.15530196,0,0,0,
162987,.041462399,.021066464,.097000003,0,0,0,
162988,,.08009135,.2060377,0,0,1,
162989,,.070301488,.036397208,0,0,0,
162990,,.23403424,.025272664,0,0,0,
162991,,.21351427,,0,0,0,
162992,,.43900001,.51377386,0,0,0,
162993,,.1,.124,1,0,0,
162994,.070760168,.14819679,.064000003,0,0,0,
162995,,,.69324559,0,0,1,
162996,,.63554388,,0,0,0,
162997,,.40000001,.25639707,0,0,1,
162998,.056494191,.02,.21259999,0,0,0,
162999,,0,,3,0,1,
163000,,.89405268,,3,0,0,
163001,,.88999999,,0,0,0,
163002,,.18302053,.2316,0,0,0,
163003,,0,.53841335,0,0,0,
163004,,.38364062,.84700072,0,0,1,
163005,.042011935,.11,,0,1,0,420.11935
163006,,.18302053,.132954,3,0,0,
163007,,.40000001,.127,1,0,0,
163008,,.39399999,.28713346,1,0,0,
163009,,.3925522,,1,0,0,
163010,,.40000001,.23060511,0,0,0,
163011,,.53299999,.24832532,0,0,0,
163012,,.091023564,.19071901,0,0,0,
163013,,.40000001,,0,0,0,
163014,,.40000001,.079700001,0,0,0,
163015,,.30000001,.26297772,1,0,0,
163016,,.28214818,.24135418,0,0,0,
163017,,.15000001,.1954,0,0,0,
163018,,.39749101,.15563126,0,0,1,
163019,,.11874773,.30340001,0,0,0,
163020,,.88342023,.1736,0,0,1,
163021,,.13333778,,0,0,1,
163022,.052926693,.017111612,.047886204,0,0,0,
163023,,.1048581,.16339999,0,0,0,
163024,.079513364,.033065479,,3,0,0,
163025,.040295966,.000085083702,.13060001,0,0,0,
163026,,,.67598253,2,0,0,
163027,.051407654,.1490819,.0048136008,0,0,0,
163028,,,,0,0,0,
163029,,.25999999,.2155,3,0,1,
163030,.040114071,.0000483814,.090000004,0,0,0,
163031,,.40000001,.37355334,0,0,0,
163032,,.19192186,.14813793,0,0,0,
163033,,.50199997,,0,0,0,
163034,,.12333779,.085000001,0,0,0,
163035,,.41,,2,0,0,
163036,,.11229979,.14,0,0,0,
163037,.069266856,.12677805,.094999999,0,1,0,692.66858
163038,,.23403424,.2857306,0,0,1,
163039,,.43900001,.51575285,0,0,0,
163040,,,,1,0,0,
163041,,.38923958,,1,0,0,
163042,.066989139,.048141602,.1076,0,0,0,
163043,,.40000001,,0,0,1,
163044,,.30000001,.26453966,0,0,0,
163045,,.25,.29499999,1,0,0,
163046,,.57240582,,0,0,1,
163047,.046775769,.075000003,.12717135,3,1,0,467.75769
163048,,,.52322,1,0,0,
163049,.057564612,.04970156,.15671222,0,0,0,
163050,,.016847363,.15360001,0,0,0,
163051,,.30000001,.32316312,0,0,0,
163052,,.40000001,.30969131,0,0,0,
163053,.063285522,.035999998,.14261685,0,0,0,
163054,,.40000001,,2,0,0,
163055,.078910492,.13333778,.089847945,0,1,0,789.10492
163056,,.37,.18016537,2,0,0,
163057,,.32827124,,0,0,0,
163058,,.43570447,,0,0,0,
163059,,,.68800479,0,0,0,
163060,,.27533227,.23194408,0,0,0,
163061,,.052023869,,0,0,1,
163062,,.38091454,,3,0,1,
163063,,,,0,0,0,
163064,.042946387,.10006513,.20852448,3,1,0,429.46387
163065,.084684558,.04196142,.12800001,3,0,0,
163066,,.40000001,.36255056,0,0,0,
163067,,,.29374218,3,0,0,
163068,,,.43789494,0,0,1,
163069,,.48134854,.43512762,0,0,0,
163070,,.15000001,,1,0,0,
163071,,,,3,0,0,
163072,,.28,,0,0,0,
163073,,.40000001,.26282451,0,0,0,
163074,,.36000001,.19636931,0,0,0,
163075,,.35495567,.33833575,0,0,0,
163076,,.205,.2526347,2,0,0,
163077,,.40000001,.53296113,1,0,0,
163078,.040359952,.119,.075499997,2,1,0,403.59952
163079,,,.26798257,0,0,0,
163080,,0,.65986222,2,0,1,
163081,,.24481064,.17546387,0,0,0,
163082,,.40000001,.31490001,0,0,0,
163083,.046636421,9.8380901e-20,.090000004,0,0,0,
163084,.040733665,.0077032899,.093102612,0,0,0,
163085,.040183954,.02,.043905947,0,0,0,
163086,,.25448132,,0,0,0,
163087,.064685643,.071999997,.090195499,0,1,0,646.85645
163088,.050893165,.044171523,.20627293,1,0,0,
163089,,1,.31835395,0,0,0,
163090,,.13861768,,0,0,0,
163091,,.44,.49703172,0,0,0,
163092,.058899637,.18302053,.43457514,0,1,0,588.9964
163093,,.28051412,.2297,2,0,0,
163094,.045455392,.12899999,.11285767,2,1,0,454.55392
163095,,,.69060093,0,0,1,
163096,,.40000001,,1,0,0,
163097,,.3925522,.51808298,0,0,0,
163098,,.28214818,.25682938,0,0,0,
163099,,.40000001,.4442209,0,0,1,
163100,,.40000001,.17947157,3,0,0,
163101,,.30000001,.19321132,1,0,0,
163102,,.22403423,,0,0,0,
163103,,.29996482,.56142539,2,0,0,
163104,,.1597929,,3,0,1,
163105,,.1195077,.17209999,0,0,0,
163106,,.14820287,.52108473,0,0,0,
163107,,.34467328,.226,2,0,1,
163108,,.34168768,.39451116,0,0,0,
163109,,1,,1,0,0,
163110,,.182,.19055177,0,0,0,
163111,,.64211094,,1,0,0,
163112,.085130863,.082778431,.1767,0,0,1,
163113,,.40000001,.14967519,0,0,0,
163114,.044148378,.010471377,.041375101,0,0,0,
163115,,.30000001,.29115582,0,0,0,
163116,,.14,.1568,0,0,1,
163117,.077271879,.008590254,.0041180174,1,0,0,
163118,,.28214818,.36557126,2,0,0,
163119,,.38429058,.28914568,0,0,0,
163120,,.1941711,.1462,0,0,0,
163121,,.23403424,,0,0,0,
163122,,.36003965,.48435712,0,0,1,
163123,,.090999998,.18302824,3,0,0,
163124,,.223,,0,0,0,
163125,.057137169,.056000002,.1883,0,0,0,
163126,,,,2,0,1,
163127,,.38999999,,0,0,1,
163128,,,,0,0,0,
163129,,.35299999,.33656558,0,0,0,
163130,,.27214816,,3,0,0,
163131,,,.38984454,0,0,0,
163132,.045030933,.047698099,.052011345,1,0,0,
163133,.044691354,.052363608,.147,0,1,0,446.91354
163134,,.27214816,,0,0,0,
163135,,.25,.30807805,3,0,0,
163136,.050271943,.003,.1187,0,0,0,
163137,.052476633,.00069342589,.055,0,0,0,
163138,,.16587424,.19908306,0,0,0,
163139,.048362236,7.7294601e-08,.043905627,0,0,0,
163140,.040030088,.0081234947,.000092813898,0,0,0,
163141,,,.51563936,0,0,1,
163142,,.086778581,,0,0,0,
163143,.059079576,.10207646,.14069439,1,1,0,590.79578
163144,.061780542,.027000001,.24089435,0,0,0,
163145,.069575891,.017902695,.058892407,1,0,0,
163146,.04354015,.059999999,.0055190576,0,0,0,
163147,,,,0,0,0,
163148,.05589591,.054543734,.149,0,0,0,
163149,,.28943935,.24182412,0,0,0,
163150,.066828229,.30000001,.086133614,0,1,0,668.28229
163151,,.1494181,.3073,3,0,0,
163152,,0,.24609999,0,0,0,
163153,.040030088,.19302052,.10471879,3,1,0,400.30087
163154,,,,0,0,0,
163155,,.37629622,.26922795,3,0,0,
163156,,.11851884,.25697196,0,0,0,
163157,,,.49340001,0,0,0,
163158,,.22403423,.13070717,0,0,0,
163159,,.18542282,.121,0,0,0,
163160,,.5974595,.17321186,2,0,0,
163161,,.31893161,,0,0,0,
163162,,.35699999,.31029999,0,0,0,
163163,.080365717,.071000002,,0,0,0,
163164,,.61481512,,2,0,0,
163165,,.25999999,,0,0,0,
163166,,.049741637,.080799997,0,0,1,
163167,.071648248,.22351426,.21416987,0,1,0,716.48248
163168,,.25999999,,0,0,0,
163169,,.23565838,.32333526,0,0,0,
163170,.072900049,.021925565,.2014,0,0,0,
163171,,.13333778,.62089485,0,0,1,
163172,.057877734,.2,.11278654,0,1,0,578.77734
163173,.049612034,.047475845,.097999997,0,0,0,
163174,,.053044382,.44482473,0,0,0,
163175,.040030088,.02,.00014704328,0,0,0,
163176,,.40000001,.15418015,1,0,0,
163177,,.92404103,.14806421,0,0,0,
163178,,.22351426,.19356041,0,0,0,
163179,.089632221,.092518166,.113,0,1,0,896.3222
163180,,.10962863,.124,0,0,0,
163181,,.32600001,.14830001,0,0,0,
163182,,.40000001,.28506088,0,0,1,
163183,,.078753754,,3,0,0,
163184,,.22351426,.58994466,0,0,0,
163185,.072852403,.029329507,,2,0,0,
163186,,,,0,0,0,
163187,,.54900002,,3,0,0,
163188,,.22,,0,0,0,
163189,,,,0,0,0,
163190,,.40000001,,1,0,1,
163191,,,,0,0,0,
163192,,.40000001,.22618155,0,0,0,
163193,,.37599999,.32079276,0,0,0,
163194,,.22403423,.2388,0,0,1,
163195,,.053326972,.19907762,0,0,0,
163196,,.15479681,.18094009,0,0,1,
163197,,.13535826,,0,0,0,
163198,.041893315,.065577693,.2111,3,1,0,418.93314
163199,.04484763,.2,,0,1,0,448.47629
163200,,.51999998,.33800539,0,0,1,
163201,,.21351427,.2166,0,0,1,
163202,.040553246,.082473882,.04390974,0,1,0,405.53247
163203,,.18000001,.2832,0,0,0,
163204,.047330402,.2,,3,1,0,473.30402
163205,,.34301126,.35481969,0,0,0,
163206,.056988101,.28214818,.1443,2,1,0,569.88104
163207,,.086842217,.57567543,0,0,0,
163208,,.21351427,,0,0,0,
163209,,.38091454,.1895396,0,0,1,
163210,,.3967379,.29839528,1,0,0,
163211,,.010941828,,0,0,0,
163212,,.76855743,,0,0,1,
163213,,.34068492,,0,0,0,
163214,,.23813412,.23089573,1,0,0,
163215,,.45682627,,0,0,0,
163216,,.31457585,.28386971,0,0,1,
163217,,.41891241,.6366688,0,0,0,
163218,,.20279644,,0,0,0,
163219,,.22,.28162941,0,0,0,
163220,.085175052,.02,.046,2,0,0,
163221,,.21351427,,0,0,0,
163222,.059261486,.22403423,.1,0,1,0,592.61487
163223,.042237788,.090134777,.19119313,0,1,1,-10000
163224,,.34999999,,0,0,1,
163225,,.18302053,.19964939,0,0,0,
163226,,.23403424,.43512675,3,0,0,
163227,,.28214818,.19863568,2,0,1,
163228,.070753269,.02,.12800001,0,0,0,
163229,.079664834,.30000001,.12933144,1,1,0,796.64832
163230,,.41310644,.16894408,2,0,0,
163231,,.12,.07,0,0,0,
163232,,.18302053,.090000004,0,0,0,
163233,,.27214816,.18710995,0,0,0,
163234,,.032000002,.2545,0,0,0,
163235,,.33199999,,0,0,0,
163236,.066567853,.16862723,.22737919,2,1,0,665.67853
163237,,.34269217,,0,0,0,
163238,,.23403424,,0,0,0,
163239,,.12852433,.25809324,0,0,0,
163240,,.16229779,.45182091,3,0,1,
163241,,.04878182,.15959445,1,0,0,
163242,,,.4806,0,0,1,
163243,,.40000001,.106,1,0,0,
163244,,.31999999,.36472747,0,0,0,
163245,,.3833113,.34880829,1,0,1,
163246,,0,,0,0,0,
163247,.09183386,.40000001,.1947,0,1,0,918.33862
163248,,.27214816,,0,0,0,
163249,,.08796005,,0,0,0,
163250,,,,0,0,0,
163251,,.1490819,.24195436,0,0,0,
163252,.090330571,.2,.10315149,0,1,0,903.30573
163253,,.37487629,,3,0,0,
163254,,.47999999,,3,0,1,
163255,,.27214816,.24979548,0,0,1,
163256,.040280804,5.0510600e-09,.090000004,0,0,0,
163257,.040982887,.03828758,.17059036,0,0,1,
163258,,.30000001,.19707839,0,0,0,
163259,,.28737554,.12991516,0,0,0,
163260,,.1625005,,0,0,1,
163261,.085501976,.10540311,.17775881,0,1,0,855.01978
163262,,.40000001,.16499083,0,0,0,
163263,,.20999999,.26010001,0,0,0,
163264,,.14332974,.20068988,0,0,1,
163265,.048126109,.084457494,.10117877,0,1,0,481.26108
163266,,.40932423,,0,0,0,
163267,,.11057366,,0,0,0,
163268,,1,.59633839,0,0,1,
163269,,.22,.13684963,0,0,0,
163270,,.19195877,.10871234,3,0,0,
163271,.04165493,.15908191,.047878686,2,1,0,416.54929
163272,,.22403423,,2,0,0,
163273,.040248774,.093306854,.048999999,0,1,0,402.48773
163274,,.12732825,.17030001,3,0,0,
163275,.040964849,.069609836,.1373653,0,1,0,409.6485
163276,,.19302052,.38091049,0,0,0,
163277,,.40000001,.126,0,0,0,
163278,,.37091455,,1,0,1,
163279,.089906022,.28214818,.19506294,3,1,0,899.06024
163280,.044985414,.052147347,.00032990129,0,0,0,
163281,,.51999998,,1,0,1,
163282,,.382,.49512467,3,0,0,
163283,,.33037877,.2006764,0,0,0,
163284,,0,,0,0,1,
163285,,.047630411,,0,0,0,
163286,.045910593,.0000599825,.093999997,2,0,0,
163287,,,.59742945,0,0,1,
163288,,.15934379,,0,0,0,
163289,.081800736,.10564167,.17057234,0,1,0,818.00739
163290,,.25,.22488874,3,0,1,
163291,,.14,,0,0,0,
163292,,.1,.15385707,0,0,0,
163293,,.26303667,.39462236,0,0,0,
163294,,.40000001,.37709263,0,0,0,
163295,,.38091454,.1689,0,0,0,
163296,.044028316,.22403423,.078000002,0,1,0,440.28314
163297,,.40000001,.22740643,0,0,1,
163298,,.37091455,,0,0,0,
163299,.04020004,.075000003,.1331,2,1,0,402.0004
163300,,.30000001,.58455861,3,0,1,
163301,,,.2926304,0,0,0,
163302,,.19485156,.46729556,0,0,0,
163303,.077288888,.22403423,.15385111,0,1,0,772.88885
163304,,.13333778,,0,0,1,
163305,,0,.88760346,1,0,1,
163306,.040184557,.12333779,,2,1,0,401.84558
163307,,.62,,2,0,0,
163308,,.22,.24869999,2,0,0,
163309,,,,0,0,0,
163310,,.51599997,.41443539,2,0,0,
163311,,0,,0,0,1,
163312,,.81659228,.205,0,0,0,
163313,.073522471,.079999998,.048271876,0,0,0,
163314,,,.53059894,0,0,0,
163315,,.28214818,.2772848,0,0,0,
163316,,.37,.38999084,0,0,0,
163317,,.26255003,.3908864,0,0,0,
163318,.046216577,.031566367,.047175582,2,1,0,462.16577
163319,,.15908191,,1,0,0,
163320,,.23,.23480944,0,0,0,
163321,.055344898,.2,.125,0,1,0,553.44897
163322,,.15908191,.24290089,0,0,0,
163323,,.40000001,,0,0,0,
163324,,.23044953,.34048823,0,0,0,
163325,,.35352272,.4729,0,0,1,
163326,,.10893846,,0,0,1,
163327,,.28999999,.37877002,0,0,1,
163328,,.23819648,.29484633,3,0,0,
163329,,.40255219,,0,0,1,
163330,,.60175139,,0,0,0,
163331,,.11893978,.2671836,0,0,1,
163332,,.1403109,.1098579,0,0,0,
163333,,.391,.19706795,1,0,0,
163334,.076013863,.20292865,.25681341,0,1,0,760.13861
163335,,,.9873668,2,0,0,
163336,.072771586,.11,.055780474,1,0,0,
163337,,0,,0,0,1,
163338,.078128695,.00301229,.0026715917,0,0,0,
163339,,.15973662,,3,0,1,
163340,,.27547783,.18440001,0,0,0,
163341,,.45476523,.26727635,0,0,0,
163342,.050879683,.07683517,.093000002,0,1,0,508.79684
163343,,.28214818,.37460041,0,0,0,
163344,,,.61892074,2,0,1,
163345,,,,3,0,0,
163346,.082307689,.27214816,.102,3,0,0,
163347,.040834028,.185,.17102835,0,1,0,408.34027
163348,,.40000001,.48819163,0,0,0,
163349,,.19484903,.16516359,0,0,0,
163350,.080700822,.79372871,,0,1,0,807.00824
163351,,.40000001,.26879999,0,0,1,
163352,,.40000001,.17852235,0,0,0,
163353,,.49000001,,0,0,1,
163354,.041683104,.03666085,.1585,3,0,0,
163355,.048030019,.18302053,.113,3,1,0,480.3002
163356,,.6505788,,2,0,0,
163357,,.11305601,.16458462,0,0,0,
163358,.048230223,.2,.090000004,1,1,0,482.30225
163359,,.1225582,,0,0,0,
163360,,,,1,0,1,
163361,,,.39403579,0,0,0,
163362,,.36612654,.14309999,0,0,0,
163363,,.40000001,.3419176,0,0,0,
163364,,.19302052,.2155,1,0,0,
163365,,.40000001,.35935739,0,0,0,
163366,,.1490819,.062600181,0,0,0,
163367,,.12099255,.1983,0,0,0,
163368,,.35426629,.57781476,0,0,0,
163369,,.51166999,.74193442,0,0,1,
163370,,.40066737,,0,0,0,
163371,,.3657133,.46230057,0,0,0,
163372,,.38955873,,0,0,1,
163373,.088256292,.27214816,.122,0,1,0,882.56293
163374,,.2254058,.113,3,0,0,
163375,,0,.31709999,0,0,1,
163376,,.46626318,,1,0,0,
163377,,.36000001,.5467003,0,0,0,
163378,,.13980488,,0,0,1,
163379,,.097383782,,0,0,1,
163380,,,.45030001,0,0,0,
163381,,.43000001,.30670014,0,0,1,
163382,.057614252,.29951954,.29882342,0,1,0,576.14252
163383,,.39899999,.40171531,0,0,0,
