,sex,employment,marital,income,social2,rate
40061,0,employed,1,21133,0.5898388,0.0836327340948105
40062,0,student,0,4320,0.96961737,
40063,1,unemployed,0,6213,0.20735359,
40064,0,student,0,0,0.89555877,
40065,0,retired,1,7154,0.0,
40066,1,employed,0,6075,0.70815676,
40067,0,employed,0,10613,0.82213533,
40068,0,student,0,0,0.063787341,
40069,1,employed,1,9094,0.78155297,
40070,1,employed,0,5959,0.49416268,
40071,1,retired,1,5550,0.0,
40072,0,student,0,0,0.73316824,
40073,1,student,1,0,0.73933309,
40074,1,employed,1,12795,0.0,
40075,1,employed,0,9264,0.01974575,
40076,1,employed,1,44596,0.0,0.047951166791520686
40077,1,student,0,19954,0.22489643,0.05446437261012684
40078,1,retired,1,3810,0.29266226,
40079,1,retired,1,6242,0.27307272,
40080,0,unemployed,1,14593,0.0,0.05363515820209175
40081,1,student,0,0,0.75274408,
40082,1,employed,1,36502,0.0,
40083,0,employed,0,11989,0.52341741,
40084,0,employed,1,5673,0.0,
40085,1,employed,0,7890,0.69820631,
40086,0,employed,1,43619,0.50441629,
40087,1,employed,1,29433,0.11674988,0.06438511328749238
40088,1,student,0,7015,0.22109804,
40089,1,employed,1,73679,0.049467143,
40090,0,employed,1,6591,0.0,
40091,1,employed,0,31439,0.51738435,
40092,1,retired,0,8337,0.27655217,
40093,0,unemployed,0,10056,0.3613261,
40094,1,retired,1,7345,0.21861839,
40095,0,employed,1,9550,0.70758241,
40096,1,employed,1,6439,0.60322249,
40097,1,student,0,0,0.97708625,
40098,0,unemployed,0,0,0.63103604,
40099,0,employed,0,20265,0.0,
40100,1,student,0,6013,0.48921812,
40101,1,employed,1,135141,0.79894102,0.04028080485039858
40102,0,retired,1,2952,0.26990414,
40103,0,employed,1,8455,0.18526989,
40104,1,employed,1,12917,0.44439512,
40105,1,unemployed,0,0,0.75315714,
40106,1,employed,0,5912,0.57344824,
40107,1,employed,1,18244,0.66099477,
40108,1,employed,1,10138,0.0,
40109,1,employed,1,24202,0.047224805,
40110,1,student,0,0,0.11731358,
40111,0,unemployed,0,0,0.53236634,
40112,0,employed,0,17285,0.52715141,
40113,1,employed,1,8359,0.62648177,
40114,1,employed,0,7974,0.9290787,
40115,1,employed,0,20184,0.63166291,0.07103246220851595
40116,1,unemployed,1,6447,0.52723217,
40117,1,student,0,0,0.85043949,
40118,1,employed,0,7437,0.80569345,
40119,1,unemployed,1,64274,0.58927053,0.07501683753457597
40120,1,student,0,0,0.47807696,
40121,1,unemployed,1,21919,0.36230373,0.08148375238744077
40122,1,employed,1,7838,0.76279044,
40123,0,student,0,7521,0.0,
40124,0,employed,0,100873,0.6009832,0.04746055911846832
40125,1,employed,0,6452,0.57230914,
40126,1,student,0,0,0.34596932,
40127,0,student,1,0,0.80410469,
40128,1,employed,1,8892,0.0,
40129,1,employed,0,15558,0.0,
40130,1,unemployed,1,0,0.51952219,
40131,0,unemployed,0,7391,0.0,
40132,1,employed,1,31553,0.96733057,0.06348683649919273
40133,1,employed,0,46693,0.0,0.05928207663299272
40134,1,student,0,0,0.82958567,
40135,0,employed,1,551353,0.61898047,0.04105520249540955
40136,1,unemployed,0,20107,0.78264385,0.04064977257959714
40137,1,employed,1,11884,0.52565455,
40138,0,employed,0,12143,0.29065388,
40139,1,student,0,0,0.71782702,
40140,1,employed,1,13521,0.64896768,
40141,0,employed,0,6602,0.560498,
40142,1,employed,1,6093,0.93855047,
40143,1,employed,1,35208,0.0,0.08314249942920222
40144,0,unemployed,1,0,0.5155223,
40145,0,retired,1,416,0.22484918,
40146,0,employed,1,12775,0.58198595,0.0880854647372232
40147,1,employed,1,6141,0.33254874,
40148,1,employed,1,15145,0.54158366,0.0825762584497915
40149,1,employed,1,10900,0.33892044,
40150,1,retired,1,14767,0.23749308,0.053199572647356363
40151,1,employed,1,6110,0.0,
40152,1,employed,1,30042,0.40821365,
40153,1,employed,0,46431,0.65311199,0.0612060981880618
40154,0,student,0,0,0.98512632,0.05740718697441852
40155,1,student,0,20893,0.039525501,0.053439039688297926
40156,1,retired,0,8857,0.25516468,
40157,1,student,0,0,0.0,
40158,1,employed,0,63367,0.83315367,0.045356402352652356
40159,1,employed,0,8929,0.76174718,
40160,1,employed,1,37177,0.60610312,0.04659151088910744
40161,1,retired,1,71581,0.36921597,0.050999469991186944
40162,1,employed,1,15465,0.67718542,
40163,1,employed,0,18152,0.080240197,
40164,0,employed,0,8840,0.29200989,
40165,0,employed,1,15254,0.054434735,
40166,1,employed,0,6171,0.47103468,
40167,1,student,0,0,0.8052249,
40168,1,retired,1,5374,0.0,
40169,1,student,0,0,0.41344798,
40170,1,employed,1,12143,0.44344741,
40171,1,employed,1,7215,0.60814542,
40172,1,employed,1,10475,0.048250675,
40173,1,employed,1,13462,0.79730368,
40174,1,employed,0,9527,0.0,
40175,1,unemployed,1,0,0.52980363,
40176,0,employed,0,12260,0.1146387,
40177,1,employed,1,25517,0.0,0.07159269887645976
40178,1,employed,1,6117,0.71680766,
40179,1,employed,1,28914,0.0,0.056506361696697566
40180,1,employed,1,5922,0.47760469,
40181,0,employed,1,4799,0.0,
40182,1,employed,0,5887,0.40047786,
40183,1,student,0,0,0.94032067,
40184,1,student,0,0,0.82195878,
40185,1,retired,1,12198,0.0,
40186,1,employed,1,6159,0.0,
40187,1,employed,0,27772,0.54085201,0.08265805949465435
40188,1,employed,1,10831,0.21039104,
40189,0,unemployed,1,0,0.48820397,
40190,1,retired,0,5053,0.22080538,
40191,1,unemployed,1,8261,0.9110738,0.08865014361225645
40192,1,unemployed,1,0,0.0061522736,
40193,1,employed,1,17801,0.78507054,
40194,1,unemployed,1,0,0.09035214,
40195,1,employed,1,17065,0.11347471,
40196,1,student,0,0,0.90108335,
40197,1,employed,1,7317,0.0,
40198,1,employed,1,6099,0.0,
40199,1,employed,1,9124,0.12190048,
40200,1,student,0,32476,0.2231185,0.06381560249034074
40201,1,employed,0,12209,0.52509141,
40202,1,unemployed,1,0,0.83104557,
40203,0,unemployed,1,39980,0.064815387,0.06977906057913516
40204,0,unemployed,1,0,0.0,
40205,0,employed,1,12608,0.55781609,
40206,1,employed,1,10724,0.56317198,
40207,1,employed,0,16076,0.052108735,
40208,1,employed,1,18412,0.70507509,
40209,1,employed,1,143112,0.49524391,0.04816925736682409
40210,1,retired,1,9700,0.28050265,
40211,1,employed,0,8485,0.6638729,
40212,1,student,0,12175,0.99093431,0.08993034320009338
40213,1,student,0,5785,0.44691023,
40214,1,student,0,0,0.88396412,
40215,1,employed,1,16794,0.93513387,
40216,1,employed,0,15623,0.0,
40217,1,employed,0,8073,0.61085045,
40218,1,employed,1,12768,0.0,
40219,0,unemployed,1,9196,0.36828986,
40220,1,employed,1,11491,0.69253087,
40221,1,retired,1,3900,0.22159886,
40222,1,unemployed,1,0,0.60211557,
40223,0,unemployed,0,6366,0.65511447,
40224,1,employed,1,8960,0.062859215,
40225,1,employed,1,8336,0.12905985,
40226,1,unemployed,1,7404,0.0,
40227,1,employed,1,110123,0.0,0.040030089864033065
40228,0,employed,1,14722,0.26631376,
40229,0,retired,1,2730,0.281665,
40230,1,unemployed,0,36098,0.46509847,0.04656041869695642
40231,1,employed,0,50815,0.69536024,0.04072892800140455
40232,1,employed,1,9656,0.62276649,
40233,0,employed,1,6734,0.24033353,
40234,1,employed,1,276261,0.54979974,0.04
40235,1,employed,0,8830,0.0,
40236,0,employed,1,12314,0.15239842,
40237,0,employed,1,11655,0.085804373,
40238,1,employed,0,12359,0.0,
40239,1,unemployed,1,7762,0.0,
40240,1,student,1,0,0.9606148,
40241,1,employed,0,26684,0.58208394,0.0616178395739589
40242,1,unemployed,0,37009,0.0,0.05027928615206459
40243,1,employed,1,45215,0.56573707,0.041152117977671966
40244,0,student,0,13762,0.96727109,
40245,1,employed,1,161487,0.61724758,0.041324343199570075
40246,0,employed,1,17684,0.30698693,
40247,1,retired,0,6905,0.10648898,
40248,1,employed,1,16402,0.33120987,
40249,1,student,0,0,0.47807878,
40250,1,student,0,0,0.90205091,
40251,1,employed,1,13766,0.88657475,0.08431849312017581
40252,1,employed,1,10581,0.0,
40253,1,employed,1,10284,0.52579296,
40254,1,retired,1,44217,0.0,0.04040016006402561
40255,1,unemployed,1,8693,0.51876163,
40256,1,employed,0,7017,0.88976294,
40257,1,unemployed,0,15449,0.76729965,0.07100591168769825
40258,0,employed,1,5714,0.70140111,
40259,1,retired,1,4407,0.24645737,
40260,0,retired,1,4546,0.084162802,
40261,1,employed,1,13606,0.59081727,
40262,1,retired,1,18236,0.26877028,
40263,1,retired,0,16342,0.0,
40264,1,employed,1,6228,0.99532473,
40265,1,unemployed,1,12648,0.83093143,0.058997519630077946
40266,1,employed,0,60152,0.62655383,0.07285441145154609
40267,1,student,0,0,0.82584226,
40268,0,retired,1,6122,0.20799093,
40269,0,retired,1,4451,0.0,
40270,1,student,0,28507,0.93366379,0.04217137130449307
40271,1,employed,1,5398,0.97635001,
40272,1,employed,1,8137,0.62150955,
40273,0,employed,1,8259,0.097019993,
40274,1,employed,1,7382,0.13826245,
40275,1,retired,1,3706,0.03432117,
40276,0,employed,1,4340,0.74679685,
40277,1,employed,1,10827,0.45919287,
40278,1,student,0,0,0.81486499,
40279,0,unemployed,1,0,0.66641754,
40280,1,employed,1,7098,0.0,
40281,1,student,0,0,0.90586948,
40282,0,unemployed,1,22426,0.13294905,
40283,0,employed,1,6979,0.18042603,
40284,1,employed,1,7457,0.0,
40285,0,employed,1,6969,0.50037724,
40286,1,employed,0,6880,0.87495673,
40287,0,employed,0,9997,0.39971384,
40288,0,student,1,15458,0.89419973,0.05688467981552013
40289,0,student,0,0,0.91157633,
40290,0,retired,0,11132,0.0,
40291,1,employed,1,27523,0.74892652,
40292,1,employed,1,6044,0.269187,
40293,1,employed,1,6466,0.0,
40294,1,unemployed,1,17302,0.0,
40295,0,employed,1,16670,0.48368239,
40296,0,retired,0,5844,0.37599301,
40297,1,employed,0,114558,0.64550614,0.044761197949373735
40298,1,employed,0,43321,0.49753213,0.07503914563140876
40299,1,employed,0,8370,0.62765032,
40300,0,employed,1,6325,0.16939226,
40301,0,employed,1,25066,0.77606821,
40302,0,employed,1,5072,0.6297009,
40303,0,retired,1,7192,0.0,
40304,0,student,0,0,0.84449291,
40305,1,employed,0,71207,0.0,0.050060151725705423
40306,1,employed,0,49032,0.55303478,0.04498429940450005
40307,1,student,0,0,0.90689129,
40308,0,student,0,0,0.93952876,
40309,1,retired,0,14357,0.0,0.08986682577481236
40310,1,student,0,0,0.0,
40311,1,employed,1,11894,0.17915873,
40312,1,employed,0,15023,0.089864843,
40313,1,student,0,17749,0.84249228,0.043208275990558695
40314,0,employed,1,7257,0.0,
40315,1,unemployed,1,11176,0.0,
40316,1,student,0,0,0.0,
40317,1,unemployed,1,9373,0.85809976,
40318,1,employed,1,6763,0.0,
40319,1,employed,1,20897,0.0,0.05609790596990722
40320,0,retired,1,2349,0.16438749,
40321,0,student,0,7879,0.97200668,
40322,1,unemployed,1,15493,0.81599587,
40323,1,employed,1,7243,0.66890424,
40324,1,student,0,0,0.95467889,
40325,1,employed,0,15856,0.0,
40326,0,employed,1,14471,0.55379391,
40327,1,employed,0,17497,0.6368984,0.06160347423574583
40328,0,unemployed,1,0,0.60425758,
40329,1,employed,1,6895,0.0,
40330,1,employed,0,55287,0.045760781,0.07546895180731139
40331,1,employed,0,25474,0.39326465,
40332,1,unemployed,1,13359,0.70832485,0.08235638576737497
40333,1,employed,1,12699,0.0,
40334,1,employed,1,35759,0.37485421,
40335,0,student,0,0,0.78635472,
40336,1,unemployed,0,0,0.81442451,
40337,1,employed,1,21698,0.16395502,
40338,1,unemployed,0,19460,0.96383852,0.047342863053247274
40339,1,employed,0,14077,0.82146633,
40340,1,employed,0,6287,0.0,
40341,1,employed,1,5478,0.83529621,
40342,0,employed,1,14385,0.65878171,
40343,1,employed,1,47489,0.8577556,0.05812997347680776
40344,1,employed,1,6352,0.50490236,
40345,1,employed,1,8036,0.76963621,
40346,1,employed,1,11141,0.6261946,
40347,0,student,1,7384,0.26798373,
40348,1,employed,1,5871,0.98057216,
40349,1,employed,1,23441,0.0,0.06804976346812014
40350,1,retired,1,13096,0.0,0.08753218974718294
40351,1,employed,1,8881,0.0,
40352,0,student,0,0,0.8656078,
40353,0,employed,0,5814,0.62958515,
40354,0,employed,1,4425,0.56790811,
40355,0,employed,0,32591,0.30819592,0.07535468303941259
40356,0,employed,0,13971,0.51516384,
40357,0,employed,1,22132,0.6960324,0.06589708498786878
40358,0,unemployed,1,18756,0.54635841,0.0545678335420967
40359,1,student,0,0,0.080358058,
40360,0,employed,0,15491,0.79357135,0.07577292078860784
40361,0,employed,1,25318,0.8802104,0.06049073920780157
40362,1,retired,0,5275,0.39626127,
40363,1,employed,1,14291,0.25301152,
40364,1,retired,1,34192,0.20942971,0.08478151101710762
40365,0,employed,1,4037,0.89652407,
40366,0,unemployed,0,0,0.088920653,
40367,1,employed,1,9162,0.24330664,
40368,1,employed,0,146995,0.9454031,
40369,1,student,1,0,0.91057563,
40370,0,employed,0,6456,0.63927275,
40371,0,unemployed,1,16436,0.042999223,
40372,1,employed,0,7417,0.72458887,
40373,0,student,0,0,0.91207385,
40374,0,unemployed,0,0,0.0,
40375,0,student,1,4041,0.0,
40376,1,employed,1,31409,0.2541897,0.08639337763193305
40377,1,employed,1,7634,0.52021879,
40378,1,retired,1,3863,0.34695163,
40379,1,employed,0,7400,0.6133883,
40380,1,employed,1,111723,0.5727095,0.04
40381,1,employed,1,22837,0.25985008,
40382,0,unemployed,1,7152,0.5247035,
40383,0,employed,1,4066,0.0,
40384,1,employed,1,22406,0.40378374,
40385,1,retired,1,9139,0.30683979,
40386,0,employed,0,19322,0.51893163,
40387,0,employed,0,7695,0.54076922,
40388,1,student,0,0,0.8860653,
40389,0,student,0,0,0.9759329,
40390,1,student,0,0,0.24951068,
40391,0,retired,1,29512,0.35500747,0.07941780100726734
40392,1,employed,0,8368,0.35734588,
40393,1,retired,0,3905,0.10814935,
40394,0,retired,1,12663,0.3381401,
40395,1,student,0,6054,0.081969664,
40396,1,retired,1,5757,0.24060026,
40397,0,retired,0,13855,0.0,
40398,1,employed,1,10516,0.0,
40399,1,employed,1,10195,0.0,
40400,1,unemployed,1,19574,0.93564487,
40401,1,employed,1,45605,0.0,0.041441540902936044
40402,1,employed,1,457065,0.6825375,0.04014082442642786
40403,0,employed,1,6882,0.57450485,
40404,0,employed,1,6816,0.53875357,
40405,1,employed,1,50203,0.2912308,0.04592745314551233
40406,1,student,0,0,0.94309819,
40407,1,employed,1,8260,0.57384366,
40408,1,unemployed,0,0,0.70951015,
40409,1,retired,1,14977,0.21670583,0.0737556802188263
40410,1,employed,0,6438,0.0,
40411,0,retired,1,2989,0.0,
40412,1,employed,1,7322,0.89559913,
40413,1,employed,1,32317,0.5931524,0.07593438470215308
40414,0,student,0,0,0.90033394,
40415,0,employed,1,8772,0.0,
40416,1,retired,1,4510,0.0,
40417,1,employed,1,22886,0.0,0.08036572004683748
40418,0,employed,1,9061,0.55375791,
40419,1,employed,1,163614,0.0,0.04
40420,1,employed,1,7182,0.0,
40421,0,retired,1,14385,0.0,0.07946059692018105
40422,1,employed,0,9288,0.87496382,
40423,1,employed,0,22082,0.69167817,0.044195050762512386
40424,1,employed,1,29595,0.18531418,0.07441621372034644
40425,1,student,0,84018,0.99406523,0.04028579594169763
40426,1,employed,1,14004,0.55096424,
40427,1,employed,1,27479,0.80089349,
40428,1,unemployed,0,10461,0.33749315,
40429,1,employed,0,10895,0.56488729,
40430,0,unemployed,1,0,0.13703983,
40431,1,employed,0,10923,0.18729243,
40432,1,student,1,0,0.90868104,
40433,1,employed,0,54071,0.6560728,
40434,1,retired,0,8762,0.0,
40435,0,student,0,13640,0.3464154,
40436,1,employed,1,72399,0.5464493,0.04027236331820472
40437,0,student,0,0,0.10803936,
40438,1,employed,1,16454,0.0,
40439,0,unemployed,1,9554,0.39854649,
40440,1,employed,0,171618,0.39434269,0.04
40441,0,employed,0,24168,0.52025521,
40442,1,employed,1,8323,0.72237748,
40443,1,employed,0,16560,0.53610539,
40444,1,retired,0,9950,0.0,
40445,1,retired,1,9100,0.22085662,
40446,1,employed,1,95057,0.72382295,0.04
40447,1,student,0,0,0.85789102,
40448,1,student,0,0,0.98548514,
40449,0,unemployed,1,0,0.0,
40450,1,student,0,0,0.0,
40451,1,student,0,29557,0.0,
40452,1,employed,1,6950,0.37240052,
40453,1,employed,1,20358,0.56064796,
40454,1,employed,1,10946,0.0632907,
40455,0,employed,1,10777,0.58065665,
40456,1,employed,0,14037,0.14983672,
40457,1,student,0,24539,0.64245176,0.04022429272018574
40458,0,employed,1,193168,0.84987497,0.04747740046082021
40459,0,employed,1,5717,0.48240384,
40460,1,employed,1,67431,0.55113268,0.04066798305538079
40461,0,student,0,0,0.83817232,
40462,1,employed,1,30323,0.69615996,0.05451385709921313
40463,1,employed,1,15737,0.5045681,
40464,0,employed,0,28614,0.58567423,
40465,0,employed,0,9583,0.67385876,
40466,1,retired,0,6125,0.29337487,
40467,0,student,0,0,0.67834949,
40468,1,employed,1,10214,0.90154004,
40469,1,employed,1,5232,0.0,
40470,0,employed,1,4441,0.10491116,
40471,1,employed,0,19947,0.56487751,
40472,1,employed,1,8408,0.85757375,
40473,1,employed,1,15686,0.36212564,
40474,1,employed,0,7380,0.12890701,
40475,1,student,0,0,0.96646547,
40476,1,employed,1,49943,0.63378006,0.0531728470170071
40477,1,employed,0,9133,0.0,
40478,1,employed,1,28604,0.58294559,0.07206527711083383
40479,0,employed,1,8663,0.5046984,
40480,1,employed,1,25570,0.52166295,0.06608745045110019
40481,1,employed,1,7279,0.18558487,
40482,1,employed,0,7300,0.40227091,
40483,0,unemployed,0,6880,0.071514636,
40484,0,student,0,97909,0.85053599,0.05093914934065761
40485,0,employed,1,6849,0.5256831,
40486,1,employed,1,15399,0.1974497,
40487,1,employed,0,6873,0.02447442,
40488,0,employed,1,25493,0.44645005,
40489,1,retired,1,8001,0.0,
40490,1,employed,1,6744,0.27663064,
40491,1,retired,1,64006,0.13676785,0.04766228718695956
40492,1,employed,1,17952,0.62063664,
40493,1,student,0,17599,0.9044112,0.04
40494,1,retired,1,12044,0.29202858,
40495,1,employed,1,7449,0.0026932594,
40496,1,student,1,0,0.86590683,
40497,1,employed,1,8308,0.50107354,
40498,0,retired,1,21723,0.0,0.06924824189129387
40499,1,student,0,0,0.76596844,
40500,1,unemployed,1,0,0.0,
40501,1,employed,0,37954,0.73619145,0.09080138982217868
40502,1,unemployed,1,5253,0.0,
40503,1,employed,1,12728,0.44925061,
40504,1,retired,0,71309,0.0,0.04023638131569005
40505,0,employed,1,9635,0.42227897,
40506,1,student,0,0,0.48674044,
40507,1,employed,0,48874,0.015456546,
40508,0,employed,1,6585,0.63029629,
40509,1,retired,1,24690,0.36767882,0.051895335031644944
40510,1,employed,1,32185,0.53789163,0.04628277551777489
40511,1,student,1,0,0.73591346,
40512,1,employed,0,8089,0.95947897,
40513,1,employed,0,10901,0.14245939,
40514,0,retired,0,8074,0.14704469,
40515,0,employed,1,36060,0.0,0.058785499679555146
40516,1,employed,1,12369,0.65669787,
40517,1,employed,0,7982,0.50711036,
40518,1,employed,0,13838,0.0,
40519,0,retired,0,5294,0.048881687,
40520,1,employed,1,39438,0.24535665,
40521,1,employed,0,20795,0.0,
40522,1,retired,0,3108,0.27271408,
40523,0,employed,0,20040,0.010949294,
40524,1,employed,1,7247,0.0,
40525,1,retired,1,4563,0.0,
40526,0,student,0,11054,0.84762824,
40527,0,employed,1,29230,0.46408263,0.07899959744769382
40528,1,retired,1,6244,0.0,
40529,1,retired,0,7418,0.0,
40530,1,employed,0,8876,0.32393533,
40531,1,employed,1,8117,0.91436994,
40532,0,employed,1,14254,0.070131652,
40533,0,employed,1,6176,0.79358923,
40534,0,employed,1,7997,0.53146178,
40535,1,employed,0,17473,0.048304547,
40536,0,employed,0,12801,0.99603605,
40537,1,employed,1,9306,0.45003411,
40538,1,employed,1,51937,0.0,0.04221747228138302
40539,1,employed,0,15557,0.61693573,
40540,1,student,0,0,0.90957099,
40541,0,employed,1,10728,0.36433488,
40542,1,retired,0,9592,0.085920766,
40543,1,employed,1,6358,0.46359646,
40544,1,employed,1,5423,0.73141044,
40545,1,student,0,62250,0.77467519,0.04604750802233271
40546,1,employed,1,5575,0.28610072,
40547,1,employed,0,8296,0.59920651,
40548,1,employed,0,16199,0.66901565,
40549,1,employed,0,14076,0.0,
40550,1,employed,0,77724,0.67700577,0.04200781110634567
40551,1,employed,1,86753,0.19615991,0.04005847680869295
40552,1,retired,0,9592,0.17296995,
40553,1,employed,1,30197,0.0,0.08848313867984577
40554,1,employed,1,53899,0.51073158,
40555,1,employed,1,83418,0.0,0.040035788245111045
40556,1,retired,1,11556,0.0,0.05037533873758476
40557,0,unemployed,1,0,0.72838736,
40558,1,employed,0,26786,0.56929553,0.06790793749292516
40559,0,employed,1,5450,0.48540398,
40560,1,employed,1,59179,0.54420954,0.0420746629078984
40561,1,student,0,0,0.9579863,
40562,0,employed,1,33153,0.79052693,0.05042891233945854
40563,1,employed,1,8983,0.83681571,
40564,0,employed,0,19910,0.66715145,0.06439753785894974
40565,1,unemployed,1,0,0.0,
40566,1,employed,1,12441,0.60928243,
40567,1,employed,0,7923,0.029512588,
40568,1,retired,1,18287,0.044084106,
40569,1,employed,1,10993,0.10812559,
40570,0,employed,0,14712,0.32191619,
40571,1,retired,0,15463,0.0,0.08445981828784377
40572,1,employed,1,9716,0.77218395,
40573,1,retired,0,11576,0.10246186,
40574,1,student,0,0,0.84650081,
40575,0,unemployed,1,36462,0.0,0.04
40576,1,employed,1,6020,0.31274816,
40577,0,employed,0,31309,0.5186916,
40578,1,employed,1,25923,0.52709389,0.08018450506006602
40579,0,employed,1,4648,0.68788302,
40580,1,retired,1,13357,0.0,0.08480039870476758
40581,1,employed,1,6149,0.07326708,
40582,0,employed,0,6157,0.55054212,
40583,1,employed,1,11016,0.92684627,
40584,1,unemployed,1,8835,0.73170215,
40585,1,employed,1,13388,0.54731303,
40586,1,employed,1,5757,0.11975306,
40587,1,employed,0,16762,0.20173073,
40588,1,student,0,0,0.36353803,
40589,1,retired,1,11827,0.0,0.053483214595068135
40590,1,employed,0,7893,0.0,
40591,1,employed,0,24642,0.4405081,
40592,1,student,0,4214,0.65480673,
40593,0,unemployed,1,0,0.77292275,
40594,1,retired,1,11272,0.0,0.09181949270525216
40595,1,employed,0,18942,0.022517631,
40596,1,employed,0,8789,0.27694151,
40597,1,employed,0,14069,0.57417357,
40598,1,employed,1,9372,0.18588462,
40599,1,unemployed,1,0,0.20252062,
40600,0,employed,0,5821,0.0,
40601,1,employed,0,15108,0.52416182,
40602,1,student,0,0,0.90026587,
40603,1,retired,0,35672,0.27895322,0.04614707953832223
40604,1,employed,1,5918,0.0,
40605,1,employed,1,22714,0.0,0.08934052766792011
40606,0,unemployed,1,0,0.5622893,
40607,1,employed,1,273685,0.0,0.04
40608,0,unemployed,1,0,0.36433834,
40609,1,employed,1,12372,0.69043052,
40610,1,employed,1,16313,0.96216601,
40611,1,retired,1,10651,0.0,0.07341023246423424
40612,1,student,0,0,0.0,
40613,1,unemployed,1,17024,0.41907486,
40614,1,employed,1,18625,0.045665178,
40615,1,employed,1,15566,0.68428153,
40616,1,employed,1,9004,0.0,
40617,0,employed,1,7059,0.7148906,
40618,1,unemployed,1,9163,0.0,
40619,1,employed,1,9384,0.55326879,
40620,1,retired,0,9224,0.27254951,
40621,1,retired,1,10211,0.23362517,
40622,1,retired,1,6069,0.054537259,
40623,1,unemployed,1,8136,0.85864878,
40624,1,retired,1,1666,0.23255011,
40625,1,employed,0,32283,0.98709273,0.060391352520643635
40626,1,student,0,0,0.79345024,
40627,1,unemployed,0,23464,0.27325553,0.055990797462330384
40628,1,employed,0,28193,0.87883842,0.05012825951199707
40629,1,employed,1,121309,0.78577858,0.04011407236552392
40630,1,student,0,0,0.98839581,
40631,1,employed,1,5748,0.0,
40632,1,student,0,0,0.88819951,
40633,1,employed,1,7321,0.0,
40634,1,unemployed,1,5758,0.64324921,
40635,0,unemployed,1,0,0.76281297,
40636,0,employed,1,4877,0.5198186,
40637,0,retired,0,3803,0.0,
40638,1,employed,1,11822,0.0,
40639,1,employed,0,21139,0.0,0.07699288177799586
40640,1,employed,1,30696,0.64366394,0.05292103368554285
40641,1,student,1,3082,0.85182494,
40642,1,employed,1,6293,0.28046897,
40643,1,employed,1,72912,0.087486915,
40644,0,employed,1,19075,0.44370273,
40645,1,employed,1,12544,0.16478068,
40646,0,student,0,13642,0.70599747,0.05227485394728931
40647,1,employed,1,13778,0.62224019,
40648,0,retired,0,7843,0.20241821,
40649,1,retired,0,5457,0.31576163,
40650,1,employed,1,22332,0.1997931,
40651,1,employed,1,25715,0.9786284,0.05625621417381772
40652,1,employed,1,43444,0.71256256,0.042332015373230836
40653,1,employed,1,13386,0.011427829,
40654,1,unemployed,1,8564,0.0,
40655,0,retired,0,4226,0.0,
40656,1,student,1,0,0.3601211,
40657,1,employed,1,10883,0.68595254,
40658,1,employed,1,5730,0.56375682,
40659,1,student,0,0,0.099070698,
40660,1,employed,1,16406,0.0,
40661,1,employed,1,13356,0.45258859,
40662,0,retired,1,14721,0.17282388,0.07286632640233795
40663,1,unemployed,1,6052,0.61920631,
40664,0,employed,0,89321,0.57562423,0.04508867523949482
40665,1,retired,1,6750,0.28340289,
40666,1,retired,1,3585,0.32590133,
40667,1,retired,0,8188,0.26946673,
40668,0,student,0,0,0.37039483,
40669,0,student,0,0,0.31266779,
40670,1,employed,1,36564,0.58519399,0.06064562077748755
40671,1,employed,1,48227,0.76867282,0.051424123673111714
40672,1,employed,1,25923,0.0,
40673,1,employed,1,8146,0.96112847,
40674,0,unemployed,1,5126,0.0,
40675,1,employed,1,10695,0.55937362,
40676,1,employed,0,14435,0.72086698,
40677,1,unemployed,1,0,0.54734457,
40678,0,unemployed,0,0,0.0,
40679,1,employed,1,7353,0.18280931,
40680,1,employed,0,15396,0.71386635,
40681,1,employed,1,8226,0.25700691,
40682,1,unemployed,1,24328,0.27057534,0.048733012081125064
40683,1,retired,1,3744,0.30046874,
40684,0,employed,0,15490,0.0,0.09171186182455435
40685,1,student,1,0,0.88510013,
40686,1,student,0,0,0.0,
40687,1,student,0,0,0.44458136,
40688,1,employed,1,16677,0.27198604,
40689,1,employed,1,9050,0.74817783,
40690,1,retired,1,8964,0.26402,0.056323337726387125
40691,1,student,0,10733,0.82223791,
40692,1,student,0,0,0.83801609,
40693,1,employed,1,40500,0.0,
40694,1,employed,1,37338,0.65680557,0.057604960725952156
40695,0,retired,0,8011,0.0,
40696,0,employed,1,57666,0.89693022,0.05778329842254462
40697,1,employed,1,23140,0.29659137,
40698,1,employed,1,7928,0.56744301,
40699,1,employed,1,9252,0.0,
40700,0,student,0,0,0.78698689,
40701,1,employed,1,24314,0.60834306,
40702,1,student,0,0,0.73822331,
40703,1,unemployed,0,0,0.0,
40704,1,unemployed,1,0,0.0,
40705,0,employed,0,19742,0.52915901,
40706,1,retired,1,2735,0.31188649,
40707,0,employed,0,22120,0.0,
40708,0,retired,1,2400,0.0,
40709,0,employed,1,9463,0.62235409,
40710,1,employed,1,8284,0.39035013,
40711,0,unemployed,0,0,0.5326528,
40712,1,employed,1,9171,0.64778483,
40713,0,unemployed,1,8846,0.67015713,
40714,1,employed,1,8195,0.81413054,
40715,0,retired,1,13095,0.30129987,0.07035167296180966
40716,0,retired,1,3078,0.25377446,
40717,0,unemployed,0,0,0.38273954,
40718,1,employed,1,13394,0.45043021,
40719,1,employed,1,13789,0.69677889,
40720,0,employed,1,21978,0.0,0.08157379519102378
