id,sex,employment,marital,income,social2
243500,0,employed,1,9993,.52187401
243501,1,student,0,0,.8942523
243502,1,employed,1,14283,0
243503,1,employed,1,6374,.50329888
243504,1,employed,0,14576,.82640588
243505,0,employed,1,7786,.5774492
243506,1,unemployed,0,6763,.71854091
243507,1,retired,0,15897,.2641376
243508,1,student,0,0,.98684227
243509,0,student,0,0,.94927806
243510,1,employed,1,46944,.68616271
243511,1,employed,1,10687,.57273161
243512,1,employed,1,29784,0
243513,1,employed,0,15870,0
243514,1,employed,0,5612,.63996106
243515,1,unemployed,0,7207,.51591694
243516,1,retired,0,8499,.0242511
243517,1,employed,1,5658,.38420737
243518,0,employed,1,15750,.13439405
243519,0,employed,1,14507,.37134442
243520,1,employed,0,91549,0
243521,1,employed,1,5534,.56901038
243522,0,student,0,0,.40396467
243523,1,employed,1,23807,.39552629
243524,1,employed,1,26469,.8589772
243525,1,student,0,0,.98292977
243526,1,unemployed,0,10917,.83244181
243527,0,employed,1,17135,.8735649
243528,1,employed,1,17603,.88515133
243529,1,student,0,0,.84415096
243530,1,student,0,7478,.80615729
243531,1,employed,0,9747,.50324398
243532,1,student,0,0,.77025676
243533,1,employed,1,68111,.73457414
243534,1,employed,1,11476,.78096396
243535,1,employed,1,6847,.54991466
243536,1,student,0,0,.93231732
243537,1,employed,1,19298,.99480098
243538,1,employed,1,7025,.50820845
243539,1,employed,1,13131,.53586543
243540,1,unemployed,0,0,.40506285
243541,1,employed,1,8385,0
243542,1,employed,1,19877,0
243543,1,student,0,0,.9138571
243544,1,student,0,0,.91588432
243545,1,employed,0,6529,.42357776
243546,1,retired,1,557,.023484433
243547,1,employed,1,33266,.2758348
243548,0,student,0,20169,.8366428
243549,1,student,0,0,.83643496
243550,1,employed,0,18228,.54244357
243551,1,employed,1,16363,0
243552,1,unemployed,1,0,.23300941
243553,1,employed,1,8651,.71803325
243554,1,employed,0,14188,0
243555,1,retired,1,11557,.18689898
243556,1,employed,1,12384,0
243557,0,student,0,26307,.68280774
243558,0,unemployed,1,9757,.66531926
243559,1,student,0,0,.98870045
243560,1,employed,1,18082,.49006176
243561,1,employed,1,27362,0
243562,1,employed,1,22271,.034474712
243563,0,unemployed,1,9748,.83635336
243564,1,employed,0,11031,.53912669
243565,1,employed,0,27514,0
243566,1,employed,1,252761,0
243567,1,employed,1,8540,.50579113
243568,1,employed,1,7727,.51921678
243569,1,student,0,8387,.95349383
243570,1,retired,1,7120,.38465247
243571,0,retired,1,713,0
243572,0,employed,0,6964,0
243573,1,employed,1,21070,0
243574,1,employed,1,8977,.15594876
243575,1,employed,1,6057,.091210537
243576,1,employed,1,11443,.27725688
243577,0,retired,0,22742,0
243578,0,employed,1,5609,0
243579,0,unemployed,1,19540,0
243580,1,employed,1,25013,.99592096
243581,1,employed,1,11579,0
243582,1,student,0,0,.57290816
243583,0,employed,1,6641,.4374364
243584,1,employed,1,37920,.34377632
243585,1,employed,1,12781,.47334462
243586,1,employed,1,30840,.53623891
243587,0,student,1,30965,.26098472
243588,1,employed,0,21622,0
243589,1,employed,0,5338,.56783688
243590,1,employed,1,6771,.54704899
243591,1,employed,1,34023,.38631535
243592,1,unemployed,1,0,0
243593,1,employed,1,20432,.057243586
243594,1,retired,1,9567,0
243595,1,student,0,0,.86518013
243596,1,employed,1,13213,.12231658
243597,1,unemployed,1,31943,.03163201
243598,1,employed,1,23518,.76991451
243599,1,employed,1,8605,.95438701
243600,0,employed,1,26873,.031234559
243601,1,employed,0,5324,.72855079
243602,1,student,0,0,0
243603,0,employed,1,5981,.84070444
243604,1,retired,1,41506,0
243605,1,employed,1,19652,.7660594
243606,1,student,0,6961,.43800381
243607,1,employed,1,11635,0
243608,1,employed,1,15646,.65265799
243609,1,retired,1,10154,0
243610,0,employed,1,10841,0
243611,1,unemployed,1,0,.25248769
243612,0,unemployed,1,7439,.17914698
243613,1,employed,0,20440,.51081908
243614,0,student,0,0,.12869973
243615,1,employed,1,7724,.62381554
243616,1,student,0,21402,.83711261
243617,1,retired,0,8935,0
243618,0,retired,1,6674,.040461916
243619,1,employed,1,11901,.79643953
243620,1,employed,0,51522,0
243621,1,employed,1,90889,0
243622,1,employed,0,14458,0
243623,1,employed,0,41136,0
243624,1,employed,1,45560,0
243625,1,employed,0,7373,.8298009
243626,1,employed,1,281029,0
243627,1,employed,0,14012,.66185391
243628,1,student,0,0,.97067392
243629,1,retired,0,32849,.19023269
243630,1,employed,1,65488,.54817027
243631,1,employed,0,12787,0
243632,0,employed,1,7859,0
243633,1,retired,1,38240,0
243634,1,employed,1,53594,0
243635,1,unemployed,1,0,0
243636,0,student,0,0,.5960111
243637,1,employed,0,13278,0
243638,1,employed,1,8489,.67602313
243639,1,employed,1,22662,.51475078
243640,1,employed,0,26694,.80127174
243641,1,employed,0,289919,0
243642,1,employed,0,9853,.03223069
243643,1,employed,1,14872,.47922295
243644,0,unemployed,1,14928,.97039121
243645,1,unemployed,1,0,.87709779
243646,1,unemployed,1,6171,.54963905
243647,0,student,1,0,.83368319
243648,1,employed,0,39300,.39797938
243649,0,student,0,9117,.96640742
243650,1,employed,1,43508,0
243651,1,employed,1,8996,.62164152
243652,0,retired,1,3006,.15700606
243653,1,unemployed,0,0,0
243654,1,employed,1,11442,.87612391
243655,1,unemployed,0,0,.57362878
243656,1,employed,1,12119,.74974388
243657,1,employed,0,23974,.85064524
243658,1,employed,1,7532,.55786353
243659,1,employed,1,17925,.25652441
243660,1,employed,1,10463,.24596044
243661,1,employed,1,24616,.38296035
243662,1,employed,0,10441,.62762749
243663,0,retired,1,5576,.37002283
243664,0,employed,1,20996,.59870726
243665,1,employed,1,7436,.82819986
243666,0,employed,1,235729,.35652557
243667,0,employed,1,11559,.66409075
243668,1,student,0,44677,.10966404
243669,0,unemployed,1,0,0
243670,0,employed,1,6249,.36687431
243671,0,student,0,5409,.69279695
243672,1,employed,1,82636,0
243673,0,student,0,0,.78835571
243674,1,employed,0,19178,.40465817
243675,1,student,0,14660,.93418276
243676,0,student,0,0,.84471655
243677,0,unemployed,1,27377,.7334342
243678,0,student,0,0,.75256908
243679,1,employed,1,13077,.81861335
243680,1,employed,0,27057,.31794581
243681,1,employed,1,282065,.67058146
243682,1,employed,1,10289,.024090288
243683,1,employed,0,31055,.55217159
243684,1,unemployed,1,10796,0
243685,1,employed,1,13571,0
243686,0,employed,1,23869,0
243687,1,unemployed,1,12208,.90407419
243688,0,employed,1,523810,.76291013
243689,1,student,0,0,.42434078
243690,1,employed,1,136495,0
243691,1,employed,1,14930,.19961059
243692,1,employed,0,18597,.40027356
243693,1,retired,0,14929,0
243694,0,employed,1,11456,.43728545
243695,0,employed,0,6518,.63850051
243696,0,employed,1,9225,.068965353
243697,0,employed,1,7557,0
243698,0,student,0,4274,.64940065
243699,0,unemployed,1,0,.23901246
243700,1,unemployed,1,0,.74082977
243701,1,student,0,0,.89308465
243702,1,employed,1,10334,.083033957
243703,1,employed,0,15128,0
243704,0,unemployed,1,0,0
243705,1,student,0,22578,.56508893
243706,1,employed,1,14231,.62489367
243707,1,employed,1,16389,.5661549
243708,0,student,0,0,.98517483
243709,0,employed,0,13801,.53668034
243710,1,employed,1,10082,.93923473
243711,1,student,0,5891,.83656168
243712,1,employed,1,8804,.34260356
243713,0,unemployed,1,20153,.11738761
243714,1,employed,1,25241,.43013948
243715,1,employed,1,47304,.11440559
243716,1,employed,0,26930,.43617529
243717,1,employed,1,18700,.69264543
243718,1,retired,1,8105,.21651606
243719,1,student,1,0,.2720226
243720,1,employed,0,9323,.54536843
243721,1,employed,1,10489,.82498157
243722,1,employed,1,9803,.023347709
243723,1,retired,0,6232,.22647485
243724,1,retired,1,6172,0
243725,0,student,0,0,.029881643
243726,0,student,0,16097,.89500976
243727,1,employed,0,12053,.41949415
243728,1,employed,0,6714,0
243729,1,student,0,0,0
243730,0,employed,0,32805,.047822818
243731,1,employed,1,10741,.21912333
243732,1,employed,0,51856,.67312032
243733,0,employed,0,28236,0
243734,0,employed,1,7793,0
243735,1,student,0,3106,.83391029
243736,1,student,1,6785,0
243737,1,employed,1,23336,.79631227
243738,1,employed,1,8046,.67612725
243739,1,employed,1,6789,.68569714
243740,1,student,0,7985,.99119687
243741,1,student,0,7920,.21257184
243742,1,employed,1,9725,0
243743,1,employed,1,14332,.77878165
243744,0,retired,1,6383,0
243745,1,student,0,4028,.56296307
243746,1,employed,0,6377,.69930434
243747,0,employed,0,7739,.55099934
243748,1,employed,1,10617,.64001924
243749,1,employed,1,6547,.5072118
243750,1,employed,1,12148,.76124787
243751,1,employed,1,9744,.60348547
243752,1,employed,1,9060,.30778939
243753,1,employed,1,15313,.16634361
243754,1,retired,1,6265,0
243755,1,employed,1,33260,.7625767
243756,1,student,0,0,.055564374
243757,1,student,0,0,.25534341
243758,1,student,0,0,.78062409
243759,1,employed,1,10305,.6762197
243760,0,employed,1,13560,.8208217
243761,1,student,1,0,.22754844
243762,0,student,0,0,.93346763
243763,1,employed,1,40643,.94325125
243764,1,retired,0,3223,0
243765,0,employed,0,8305,0
243766,1,employed,1,5149,.58114713
243767,1,employed,1,36409,0
243768,0,student,0,0,.79143417
243769,1,employed,0,24686,.1824545
243770,1,retired,1,5618,0
243771,1,employed,1,39762,.58297658
243772,1,student,0,0,.75600559
243773,1,retired,0,4765,.32339734
243774,1,employed,1,12937,.065455504
243775,0,retired,0,18663,.049205527
243776,1,employed,1,17549,.53911716
243777,1,unemployed,1,0,0
243778,1,retired,0,8114,0
243779,1,employed,1,5632,.50253499
243780,1,employed,1,27686,.74548972
243781,0,employed,1,5085,.13423994
243782,1,unemployed,0,0,.87310565
243783,1,student,0,0,.62806666
243784,1,student,0,0,.93785292
243785,1,student,0,5476,.65973532
243786,0,student,0,6813,.99381894
243787,1,employed,0,7445,.28132156
243788,1,employed,1,11003,.66609919
243789,1,employed,1,40098,.072718471
243790,0,employed,1,12321,.05670055
243791,1,student,0,0,.64215672
243792,1,unemployed,1,10153,.50822377
243793,1,retired,1,4030,.32975924
243794,1,employed,1,6306,0
243795,1,student,0,35570,.5385896
243796,1,employed,0,23067,0
243797,1,employed,1,19223,.8899551
243798,1,employed,0,68281,.077671662
243799,1,unemployed,1,8370,.60955423
243800,0,employed,1,40205,.64008629
243801,1,employed,1,21591,.76590961
243802,1,employed,0,8735,.98954821
243803,1,employed,1,16316,.32594585
243804,0,retired,1,3565,0
243805,1,unemployed,1,8113,.41021192
243806,1,employed,1,8173,.7557326
243807,1,student,0,0,.86176544
243808,0,employed,1,5199,.082587004
243809,1,employed,1,11749,.62129539
243810,1,employed,1,51734,.66035575
243811,1,employed,1,83008,.57741439
243812,1,student,1,0,.019143553
243813,0,employed,0,7515,.82069439
243814,1,employed,0,9307,0
243815,1,unemployed,1,16123,.00010086252
243816,1,retired,0,19021,.14127059
243817,1,unemployed,1,0,.68864417
243818,1,employed,1,6814,.66643959
243819,1,employed,1,7197,.50218081
243820,0,retired,0,3812,.27289233
243821,1,retired,1,33773,.2979978
243822,1,employed,1,79132,.56614691
243823,1,employed,0,65226,.5915035
243824,1,employed,1,6859,.53264177
243825,1,employed,1,11876,.22936086
243826,1,employed,0,12551,.085359469
243827,0,employed,1,8772,.5767628
243828,1,student,0,0,.95505089
243829,1,student,0,0,.11554649
243830,1,employed,1,62093,.68076593
243831,0,employed,1,31933,.978329
243832,1,student,1,0,.015071005
243833,1,student,0,13150,0
243834,1,employed,0,21111,0
243835,1,unemployed,0,12629,0
243836,1,unemployed,1,0,0
243837,1,employed,1,8357,.68095547
243838,1,student,0,0,.37487844
243839,0,employed,1,201945,.64514554
243840,0,unemployed,1,6513,.89134157
243841,1,student,1,0,.29524782
243842,1,employed,0,7169,.14885923
243843,1,employed,1,11291,.32371736
243844,1,employed,1,30274,.99656743
243845,1,student,0,0,.86582077
243846,1,employed,1,6541,.84255391
243847,1,employed,1,8699,.52735138
243848,1,employed,0,31101,.68700206
243849,1,student,0,0,.026264057
243850,0,employed,1,7452,.30322307
243851,0,employed,1,15386,.7062034
243852,0,student,0,0,.20366538
243853,1,employed,0,20497,0
243854,0,student,1,0,0
243855,1,employed,1,15300,.29489851
243856,0,employed,0,12946,0
243857,1,employed,1,15344,.68536103
243858,1,employed,1,12043,.2778405
243859,1,retired,1,3228,.39051601
243860,0,employed,0,9004,.53895259
243861,0,employed,1,6178,.74532449
243862,1,employed,1,34943,.79032719
243863,1,employed,1,14420,.25015193
243864,0,employed,1,14790,.6163134
243865,1,employed,1,7361,.35907009
243866,1,employed,0,13930,.13742569
243867,0,employed,1,7974,0
243868,1,unemployed,1,0,.33838862
243869,0,retired,1,12944,.38915879
243870,1,employed,1,19787,.96460754
243871,1,unemployed,1,0,0
243872,0,unemployed,1,10196,.062565781
243873,1,employed,1,18520,.98216122
243874,0,employed,1,11798,.56731719
243875,1,employed,1,14658,0
243876,1,employed,1,13248,0
243877,1,employed,0,5666,.76231635
243878,0,retired,1,3051,.22923538
243879,1,employed,1,12252,0
243880,1,student,0,0,.82477897
243881,1,employed,1,8926,0
243882,1,employed,1,20327,.52792865
243883,0,unemployed,1,0,.52731049
243884,0,employed,1,34953,0
243885,0,unemployed,1,9715,.73070055
243886,1,retired,1,12707,.31075099
243887,0,employed,0,8844,.3420479
243888,1,employed,1,9852,.98994297
243889,0,employed,1,8524,.063829109
243890,1,employed,0,29261,.24191508
243891,1,employed,1,7140,.30910352
243892,1,employed,0,14692,.13729587
243893,0,student,0,12343,.85925132
243894,1,employed,1,44535,0
243895,1,employed,1,9020,.25202742
243896,1,student,0,0,0
243897,0,employed,1,4112,.24785185
243898,1,student,0,0,.83448035
243899,1,student,0,0,.49992365
243900,0,employed,1,13216,.33144355
243901,1,employed,1,73546,.66885495
243902,1,unemployed,1,0,.89078271
243903,1,student,1,0,.71277106
243904,1,employed,1,12372,.89274067
243905,1,employed,1,12870,.82540411
243906,0,employed,1,6553,.38695794
243907,1,employed,1,8348,.67548686
243908,1,employed,0,13360,.33321971
243909,1,student,0,0,.92867297
243910,1,employed,1,22126,.032277361
243911,0,employed,1,9184,0
243912,1,retired,1,5178,.06735909
243913,1,employed,1,9138,.72095364
243914,0,unemployed,1,16238,.36860618
243915,0,unemployed,1,7463,.99674052
243916,1,employed,1,22420,.19238767
243917,0,employed,1,8109,.33000392
243918,0,unemployed,1,19947,.32112151
243919,1,employed,0,10137,.67645437
243920,1,employed,1,11285,.24770729
243921,1,unemployed,1,11199,.61123616
243922,0,employed,0,14379,0
243923,1,employed,1,7070,.48657021
243924,1,student,0,7046,.87973195
243925,0,retired,1,1768,0
243926,0,student,0,0,.48602006
243927,1,employed,1,8370,.6989522
243928,1,employed,1,6322,.15167037
243929,0,employed,0,9914,0
243930,1,employed,1,20894,.022974495
243931,0,student,0,0,0
243932,0,employed,1,44716,.88970208
243933,1,retired,0,8231,0
243934,1,employed,1,16585,.6136294
243935,1,employed,1,13784,.55488241
243936,1,employed,0,61845,.71395999
243937,1,retired,0,11413,.24945013
243938,1,student,0,0,.78888535
243939,1,student,0,5043,.89789176
243940,1,employed,1,13834,.080245823
243941,0,unemployed,1,12932,.79092377
243942,1,employed,1,12587,.097398065
243943,1,unemployed,1,10273,.19266973
243944,0,retired,0,16181,0
243945,0,employed,1,17336,.60090923
243946,1,unemployed,1,10847,0
243947,1,employed,0,16408,.59192079
243948,0,unemployed,1,8895,.0097686742
243949,1,unemployed,1,0,.39622244
243950,1,employed,1,17990,.24504983
243951,1,employed,0,7509,0
243952,1,student,0,0,.83440161
243953,1,student,0,0,.76847696
243954,1,student,0,0,.85202271
243955,1,student,1,8472,.95736897
243956,1,employed,1,15214,.82678336
243957,0,retired,0,16518,.028349886
243958,1,unemployed,0,13695,.8341378
243959,0,retired,1,23381,.22821617
243960,1,student,0,4409,.58337682
243961,0,unemployed,0,0,0
243962,0,employed,1,7165,0
243963,1,employed,1,8376,.21614711
243964,0,employed,1,14722,.64023316
243965,1,employed,0,7000,.83655518
243966,1,student,0,0,.93745005
243967,1,employed,0,11384,.70892745
243968,1,retired,1,433567,0
243969,1,unemployed,1,9255,.16773574
243970,1,retired,1,4462,.34063774
243971,1,employed,1,35008,.30858693
243972,1,employed,1,8880,.028872358
243973,1,employed,1,15947,.50955606
243974,0,retired,1,6748,0
243975,1,employed,1,75174,.16299108
243976,0,employed,1,36970,.077454403
243977,1,employed,1,14204,0
243978,1,student,0,8987,.92131174
243979,1,employed,1,11606,.0064013703
243980,0,unemployed,0,11705,.58856201
243981,1,employed,1,6748,.028403228
243982,1,employed,1,14982,0
243983,1,retired,1,29465,0
243984,1,unemployed,1,5916,.57113051
243985,1,student,0,131416,.80403984
243986,1,retired,1,24658,0
243987,1,employed,0,5684,.75189286
243988,0,employed,1,195710,.065620393
243989,1,employed,1,23041,.056108776
243990,1,employed,0,8345,.32348311
243991,1,employed,0,8954,.58384204
243992,1,employed,0,11724,0
243993,1,employed,1,7973,0
243994,1,employed,1,6277,0
243995,1,employed,1,12887,.58092272
243996,1,employed,1,1000000,.95856655
243997,0,employed,0,9147,.49686867
243998,1,employed,1,6642,0
243999,0,student,1,0,.33855918
244000,1,employed,1,8625,0
244001,1,employed,0,6520,.68000889
244002,1,student,0,0,.73259026
244003,1,employed,1,7100,.70378357
244004,1,employed,0,12675,0
244005,1,retired,0,4862,0
244006,0,retired,1,3130,.25936449
244007,0,student,0,13305,.95730036
244008,1,employed,1,11720,0
244009,1,employed,1,11910,.24980052
244010,1,employed,1,10742,0
244011,1,employed,0,255855,.44735005
244012,0,employed,1,5212,.036552493
244013,1,employed,0,12254,.0045198635
244014,1,unemployed,1,0,0
244015,1,employed,1,8207,.078087151
244016,1,employed,1,88071,.53179806
244017,1,employed,0,10946,0
244018,1,retired,1,21291,.32130653
244019,1,retired,0,8011,0
244020,1,student,0,0,.72227198
244021,1,employed,0,8849,.50026911
244022,1,retired,1,10796,.21531346
244023,1,retired,0,13077,.32711419
244024,1,employed,0,11094,.62576693
244025,1,employed,1,11269,.045035787
244026,1,student,0,0,.58935559
244027,1,student,0,0,.90503073
244028,0,employed,1,53988,.068424217
244029,1,employed,1,5553,.53958571
244030,1,retired,1,10071,.26734143
244031,1,employed,1,24370,0
244032,0,employed,1,12882,.69485193
244033,0,retired,0,2944,0
244034,0,student,0,0,.92026901
244035,0,employed,1,43099,0
244036,1,employed,0,22726,0
244037,0,retired,1,5892,0
244038,1,employed,0,41702,.57658935
244039,0,employed,1,5646,.39046156
244040,0,employed,1,10052,.27684471
244041,1,employed,1,18357,.63008839
244042,0,retired,1,12966,.25766528
244043,1,student,1,0,.73568797
244044,1,employed,1,69136,.019931756
244045,1,unemployed,0,29467,.5166325
244046,0,student,0,0,.99660915
244047,1,unemployed,1,0,.67442691
244048,1,employed,1,7172,.046125546
244049,1,employed,1,11061,.62306333
244050,1,employed,0,7502,.75787109
244051,1,employed,1,13715,0
244052,1,employed,1,16015,.57671976
244053,1,student,0,0,.95583427
244054,0,retired,1,2498,0
244055,0,unemployed,1,28211,.66682869
244056,1,employed,0,25744,.68496913
244057,1,student,0,14642,0
244058,0,unemployed,0,12258,.87993664
244059,1,employed,1,10527,.51437014
244060,1,employed,0,16851,0
244061,1,employed,0,13018,.86963516
244062,0,employed,0,5122,.052001785
244063,0,employed,1,4710,.6151365
244064,0,employed,1,4799,.62465233
244065,1,retired,0,4848,.34139705
244066,1,employed,1,18305,.52117473
244067,1,unemployed,1,0,.62175965
244068,1,employed,1,12046,0
244069,0,student,0,0,.84146106
244070,1,unemployed,0,18881,.0070996694
244071,0,employed,0,27364,.035829183
244072,1,employed,1,6892,.58903438
244073,0,student,0,0,.72193146
244074,1,employed,1,7516,0
244075,1,retired,1,7209,.3027783
244076,1,student,0,0,.93321431
244077,1,employed,1,7839,.34937826
244078,1,employed,0,16309,.33511326
244079,0,retired,0,13412,.012252611
244080,0,employed,1,15797,.61788881
244081,1,student,0,0,.53440696
244082,0,unemployed,1,7928,0
244083,1,retired,1,5241,.11936551
244084,1,student,0,0,.90520144
244085,1,employed,1,40400,.64641905
244086,1,employed,1,8580,.81822151
244087,1,employed,0,15041,.25520429
244088,1,employed,1,6436,.66335398
244089,1,employed,1,23732,.039750233
244090,1,student,0,0,.94843942
244091,0,student,0,6299,.85922498
244092,1,retired,0,4605,.26029503
244093,1,employed,1,9217,.9873243
244094,1,retired,1,13386,.1840658
244095,0,employed,0,25750,.95009899
244096,1,unemployed,1,23050,0
244097,1,employed,1,24351,0
244098,0,employed,1,7030,.66133976
244099,1,employed,1,7022,.60602129
244100,1,employed,0,5974,.35359672
244101,0,employed,1,6691,.55129206
244102,1,unemployed,1,0,0
244103,1,employed,0,16227,.26316547
244104,1,retired,1,34422,.34241158
244105,1,employed,0,15347,.84023201
244106,1,student,0,8876,.88228446
244107,1,employed,0,7928,0
244108,1,student,1,0,.93911397
244109,1,employed,0,22842,0
244110,1,student,0,0,.95084918
244111,0,employed,1,49671,.51957631
244112,1,employed,1,6644,.539823
244113,1,retired,1,9615,0
244114,1,retired,1,16527,.29663527
244115,0,employed,1,6402,.51968926
244116,0,unemployed,1,0,.045190051
244117,1,employed,1,40099,.021288836
244118,1,employed,1,8296,.1482501
244119,0,employed,1,6640,.2852931
244120,1,employed,1,52862,.15390825
244121,1,employed,1,17939,.68967265
244122,1,unemployed,1,0,.47233307
244123,1,employed,1,20136,.68408149
244124,1,employed,1,7705,.0030665102
244125,0,student,0,0,.83549052
244126,1,unemployed,1,7047,.43552715
244127,1,employed,1,9348,.9137482
244128,1,retired,0,5136,0
244129,1,employed,1,23108,.44563398
244130,1,employed,1,420969,0
244131,0,unemployed,1,7950,.19066598
244132,0,employed,1,4355,.9633019
244133,1,student,1,22073,.64778668
244134,1,employed,1,8024,.61845469
244135,1,employed,1,99610,.59307688
244136,0,employed,1,15027,.59237903
244137,0,employed,1,14125,.30000719
244138,1,employed,1,15510,.31468201
244139,1,student,0,9213,.74082196
244140,1,employed,1,6382,.91601312
244141,1,unemployed,0,8800,0
244142,1,employed,1,9408,.78585649
244143,1,employed,0,9885,.58469051
244144,1,employed,0,9282,0
244145,1,employed,1,22566,.15239978
244146,1,retired,1,5391,.2004178
244147,1,employed,1,10264,.34104151
244148,1,employed,1,13015,.50587952
244149,1,unemployed,0,0,.7629081
244150,0,retired,1,9370,.12939057
244151,1,student,1,0,.45184189
244152,1,employed,1,58137,.56106925
244153,0,employed,1,13156,0
244154,1,employed,0,9543,.21674393
244155,1,retired,1,3681,0
244156,1,employed,1,10398,.55392855
244157,0,employed,1,11025,.61987025
244158,1,employed,1,5669,0
244159,1,employed,0,5936,.6139636
244160,1,unemployed,0,22591,.20844623
244161,1,employed,1,9126,0
244162,1,employed,0,7301,.43309629
244163,0,unemployed,1,0,.55069232
244164,1,employed,0,19891,.99805206
244165,1,employed,0,13702,.40336847
244166,0,student,0,0,.066469915
244167,1,unemployed,1,0,0
244168,0,employed,0,135589,.79310888
244169,1,employed,1,28227,.050939549
244170,1,unemployed,1,20523,.11414049
244171,1,employed,0,7226,.59090751
244172,1,employed,1,33338,.6270929
244173,1,employed,1,5710,.045163784
244174,1,employed,1,8432,.98727906
244175,1,unemployed,0,17977,.66850519
244176,1,student,0,4491,0
244177,0,student,0,15064,.6897763
244178,1,employed,1,6169,.29073551
244179,0,employed,1,28248,.62656641
244180,1,employed,1,9835,.15892683
244181,1,retired,0,4083,.26497152
244182,0,retired,1,10214,.25433356
244183,1,retired,0,6180,.26535901
244184,1,student,0,0,.77538407
244185,1,employed,1,9621,.956016
244186,0,student,0,0,.8786124
244187,1,student,0,51630,.52344942
244188,1,employed,0,7787,0
244189,1,student,0,9992,.9108007
244190,1,employed,1,8714,.75316566
244191,1,employed,1,10660,.71319062
244192,1,employed,0,15935,0
244193,1,employed,1,15721,.7681846
244194,1,employed,0,34711,0
244195,1,employed,0,65907,.50143445
244196,0,student,0,0,.79134059
244197,1,retired,1,3450,0
244198,1,student,1,7917,.86667031
244199,1,employed,0,30468,.057533819
244200,1,employed,0,15629,.53781247
244201,1,unemployed,1,0,.51677084
244202,1,employed,1,25416,.66663396
244203,1,employed,1,10012,.04334816
244204,0,employed,1,9930,.70567834
244205,0,unemployed,0,39581,0
244206,1,retired,1,7965,.25738022
244207,0,student,0,0,0
244208,1,unemployed,1,0,0
244209,1,employed,0,5988,.5093978
244210,1,student,0,0,.92945719
244211,0,student,0,12187,.003970216
244212,1,employed,1,8909,0
244213,1,employed,1,7368,.29402697
244214,1,employed,1,8042,.40710652
244215,0,employed,1,281303,.63785082
244216,1,employed,1,19030,.4901678
244217,1,retired,1,20700,.29715031
244218,1,unemployed,1,10981,.62298197
244219,1,employed,0,8611,0
244220,0,employed,1,34910,.60578394
244221,1,unemployed,1,9989,.39771879
244222,0,employed,1,7013,.67055625
244223,0,employed,0,7134,.37323654
244224,1,student,0,34821,.74458736
244225,1,student,0,17438,.97608769
244226,1,employed,0,14573,.14622998
244227,1,unemployed,1,0,.93975478
244228,1,employed,1,7011,.42922488
244229,0,employed,1,9336,.66347486
244230,1,student,0,24455,.88566965
244231,1,unemployed,0,26204,.93959433
244232,1,employed,1,8749,.55588877
244233,1,unemployed,1,6721,.33276293
244234,1,employed,0,6502,.65756166
244235,1,employed,0,15903,0
244236,1,student,0,12888,.94743818
244237,1,employed,1,15361,.58116943
244238,1,employed,1,8704,.81032914
244239,0,employed,1,7890,.62141776
244240,1,employed,1,18506,.097198114
244241,1,student,0,0,.98383248
244242,1,employed,1,12833,.63041174
244243,0,student,0,13597,.85360014
244244,0,unemployed,1,11622,.09471076
244245,0,employed,1,12578,.32447177
244246,0,employed,0,7743,.035099864
244247,1,retired,0,10556,.24157631
244248,1,employed,1,276226,.24867082
244249,1,employed,1,15542,.4638387
244250,1,employed,1,16647,0
244251,1,employed,1,27692,.20423529
244252,0,retired,0,45521,.16548821
244253,1,student,0,0,.99623764
244254,1,employed,1,6696,.55851406
244255,1,employed,1,34607,.68604618
244256,0,employed,1,7905,0
244257,0,student,0,0,.90086889
244258,1,student,0,0,.60242438
244259,1,employed,1,11884,.93887573
244260,1,employed,1,8654,.58014435
244261,1,employed,1,13805,.73575228
244262,0,employed,1,9795,0
244263,0,employed,1,9916,.18261938
244264,1,employed,1,18770,.28992692
244265,1,employed,1,19367,.54990977
244266,1,employed,1,81392,0
244267,1,employed,1,18471,.25845927
244268,1,employed,1,9209,.80278641
244269,0,unemployed,1,10460,.83385921
244270,0,employed,1,26815,.52667302
244271,1,unemployed,0,42061,.552185
244272,0,employed,1,6262,.91667187
244273,1,student,1,0,.85781437
244274,0,student,0,11060,.98359388
244275,0,employed,0,12559,0
244276,1,unemployed,1,0,0
244277,0,employed,1,11459,.19119185
244278,1,employed,1,10491,.35078365
244279,1,employed,1,25658,.86216664
244280,0,retired,1,621,0
244281,1,employed,1,9167,.80543357
244282,1,employed,1,6274,.776182
244283,1,employed,1,29533,.62180603
244284,1,employed,0,10540,0
244285,1,employed,0,8678,.00260496
244286,0,unemployed,1,55267,.74240154
244287,1,employed,1,10643,.78865689
244288,1,student,0,0,.98481762
244289,1,student,1,0,.9606272
244290,0,employed,1,6063,.21962209
244291,1,student,0,0,.3663525
244292,0,student,0,0,.92665464
244293,1,employed,1,21514,.95200086
244294,0,employed,1,77216,.59795284
244295,1,retired,0,10026,.31306088
244296,1,employed,1,10601,.079272471
244297,1,student,0,25294,.85657132
244298,1,employed,0,100359,0
244299,1,employed,1,9732,.78475338
244300,1,employed,1,6208,.15949588
244301,1,unemployed,1,0,.056207746
244302,0,employed,1,5758,.94445372
244303,1,student,0,7330,.72138894
244304,1,employed,1,15627,.53069788
244305,1,employed,0,15820,0
244306,0,employed,1,6633,.46488246
244307,0,employed,0,7230,.82655263
244308,1,retired,0,10004,.31322032
244309,0,employed,0,17003,0
